,generation,avg_profit,avg_drawdown,num_trades,best
0,1,-3359.001262614099,28.15098088631613,-13.21,-14290.456068820356
1,2,-3953.916674108646,38.85390588484101,-40.3,-17996.712179220856
2,3,-4046.7942654421813,46.67156490538114,-69.48,-17996.712179220856
3,4,-2835.9413304238933,43.132622666533415,-113.11,-27036.81816905373
4,5,-3344.756275696146,43.096817203121425,-142.41,-27721.52886774039
5,6,-3413.591736406383,42.84297657342982,-169.43,-27721.52886774039
6,7,-3592.085028795103,42.2408770430144,-179.1,-27721.52886774039
7,8,-3982.467097056876,43.10755377944638,-187.08,-27721.52886774039
8,9,-4073.3271081608,42.831867610277705,-190.31,-27721.52886774039
9,10,-4300.323782862932,43.00781157015831,-190.05,-27721.52886774039
10,11,-4293.61100797398,42.137561238347814,-191.82,-27721.52886774039
11,12,-4152.6196150560945,40.69237538189287,-196.23,-27721.52886774039
12,13,-4288.9438484673965,40.315667085647014,-199.98,-27721.52886774039
13,14,-4310.390272103043,40.16036848611521,-198.31,-27721.52886774039
14,15,-4411.633992604869,41.043804816030914,-207.9,-27721.52886774039
15,16,-4599.219140387767,40.75098051146264,-211.41,-27721.52886774039
16,17,-4972.862091003797,41.26000461991401,-219.54,-27721.52886774039
17,18,-5231.4868006066645,42.27144807281777,-222.5,-27721.52886774039
18,19,-5481.885457942752,42.25630928007571,-218.78,-27721.52886774039
19,20,-5115.712707150373,41.68730909618883,-224.3,-27721.52886774039
20,21,-5334.683348998892,41.74110709314196,-217.99,-27721.52886774039
21,22,-5391.505550549506,40.70327185853329,-206.72,-27721.52886774039
22,23,-5734.236870647937,41.736668906655424,-216.19,-27721.52886774039
23,24,-5728.181803070128,41.34103979599653,-212.94,-27721.52886774039
24,25,-5914.672134628601,41.194191842349795,-208.82,-27721.52886774039
25,26,-6257.470745395654,40.772956679466645,-194.96,-27721.52886774039
26,27,-6244.623501974999,41.03905170774968,-200.57,-27721.52886774039
27,28,-6154.437315445211,40.683756367262205,-204.14,-27721.52886774039
28,29,-5953.522647152833,39.62182608365079,-214.53,-27721.52886774039
29,30,-6097.043977073588,39.97712255943727,-219.59,-27721.52886774039
30,31,-6265.523981719128,39.732363054459086,-214.83,-27721.52886774039
31,32,-6190.21037035659,39.55662550063659,-212.12,-27721.52886774039
32,33,-6078.875765066695,39.73820786171976,-221.11,-27721.52886774039
33,34,-6519.873410802388,41.37049857690477,-227.79,-27721.52886774039
34,35,-6622.329567145191,41.44528344303461,-226.05,-27721.52886774039
35,36,-6486.752217560536,40.873445390886154,-224.37,-27721.52886774039
36,37,-6631.4560291157895,40.13404089651651,-219.57,-27721.52886774039
37,38,-6575.7694009513,39.44043356829255,-216.68,-27721.52886774039
38,39,-6522.805284906915,39.846778553902766,-222.61,-27721.52886774039
39,40,-6573.837645136871,39.74908863210644,-221.52,-27721.52886774039
40,41,-6509.550254131055,39.84131065328837,-223.23,-27721.52886774039
41,42,-6338.488168881956,39.426799148213156,-225.21,-27721.52886774039
42,43,-6596.800764908508,40.13050653199829,-220.56,-27721.52886774039
43,44,-6694.491050732795,39.80347011262837,-214.58,-27721.52886774039
44,45,-6667.6752688737,40.00841015515536,-217.9,-27721.52886774039
45,46,-6130.093784331222,38.889871508773126,-223.74,-35870.34368845856
46,47,-5872.829768305153,38.724828760021516,-224.44,-35870.34368845856
47,48,-5718.944921126068,38.330850013573134,-221.8,-35870.34368845856
48,49,-5349.604004043532,37.882721805661625,-224.87,-35870.34368845856
49,50,-5185.749794872256,37.42682236138043,-228.71,-35870.34368845856
